date,unemployment_rate,interest_rate,hpi_index
2020-01-31,0.048820344816953645,0.011106493343724138,98.6147960920294
2020-02-29,0.033252867079829516,0.011212936798378119,101.07113096074775
2020-03-31,0.03646135242534541,0.009904482295948796,101.32716256161325
2020-04-30,0.042890415825954445,0.016583438563459417,98.95650512836876
2020-05-31,0.04286653876453527,0.012574216756160725,104.60072242294382
2020-06-30,0.03801150642721939,0.013511969254631412,104.84633371287283
2020-07-31,0.04119384280591804,0.014327539247431985,104.38948747584823
2020-08-31,0.04763445270642976,0.01448057652135838,109.32279020769491
2020-09-30,0.03594277406944204,0.01488033592875412,109.45998137679526
2020-10-31,0.04800229346793342,0.016288136106885565,114.45710198895682
2020-11-30,0.05443066092727651,0.01542437496693512,112.5029421270286
2020-12-31,0.04885930577649088,0.014634528737641334,109.75183699494391
2021-01-31,0.04980151858612603,0.019676423684486986,109.33949224940567
2021-02-28,0.05120205989298629,0.01935467900834162,111.2140747884449
2021-03-31,0.04399640990929874,0.019075245828856207,112.3453422728101
2021-04-30,0.053480720006236805,0.021944762108113268,112.58457627068175
2021-05-31,0.052739125271067576,0.01931529513287987,116.93512010539754
2021-06-30,0.043318882569972725,0.018969466803827276,118.97304243310239
2021-07-31,0.047521210410485674,0.023410182997921376,117.17067667014915
2021-08-31,0.05689562355261465,0.022560831879650217,114.68631960410946
2021-09-30,0.05138250234707753,0.0246617874245884,114.84669788408084
2021-10-31,0.05579389051323993,0.024545460978395967,113.43606277768319
2021-11-30,0.0545648215149158,0.026465415269408762,113.37056630472263
2021-12-31,0.05635129525657035,0.02793065628357766,111.56884770206958
2022-01-31,0.05384058069081431,0.02913870545241655,110.6549548251167
2022-02-28,0.06213806520040816,0.02787509187160466,112.90344480320117
2022-03-31,0.042672182865383095,0.03056223216470574,114.50828101015456
2022-04-30,0.055430722692251674,0.02689931675736378,118.19047026291655
2022-05-31,0.052471448505210315,0.02902679919233057,118.8440911352522
2022-06-30,0.05911309711511679,0.035021903895841755,120.56776111009715
2022-07-31,0.06357721878694537,0.027136644143024732,117.82019963788449
2022-08-31,0.06839540044217832,0.0295156242126235,118.4854021206396
2022-09-30,0.05783839256755938,0.03489689778724534,117.31212518776948
2022-10-31,0.06083232726530526,0.03473965167860412,116.73953175772873
2022-11-30,0.05439570866399998,0.029257241746478944,117.69075856869586
2022-12-31,0.0681045750751235,0.03861276249593502,117.02394816837642
2023-01-31,0.06507723954796835,0.035179809441673995,118.12894920944333
2023-02-28,0.05531570915572176,0.03835117867455542,116.61299992044016
2023-03-31,0.07045571064928653,0.03766104690016393,116.38980863891771
2023-04-30,0.06564527243938857,0.039088389084975604,116.53731682788016
2023-05-31,0.05779032813668232,0.039188684401658944,120.47054263784236
2023-06-30,0.06645486801127494,0.04102784659764199,121.28850986441451
2023-07-31,0.06760209729146811,0.04014096070964054,122.72126681464195
2023-08-31,0.07355935839427474,0.03958396828729255,123.65100317285813
2023-09-30,0.07590796233292293,0.03954306808583702,122.00184336772648
2023-10-31,0.06985707557148249,0.04068267096144165,118.99384609396864
2023-11-30,0.06936363987123671,0.043354780721328666,117.63109851374782
2023-12-31,0.08068149499105395,0.04574071275320584,117.78398469180468
2024-01-31,0.06816768912995488,0.043655513426133864,119.36406014577216
2024-02-29,0.0714063578258031,0.043184672040936435,119.52152494522477
2024-03-31,0.06710537746335435,0.04356649836582901,119.1934359611519
2024-04-30,0.0800860646007381,0.04610582439252485,119.56512017165991
2024-05-31,0.07311400226039783,0.04515360160158221,116.05894054158844
2024-06-30,0.07925731772868293,0.042894552685792064,115.50452409471296
2024-07-31,0.0767618548109436,0.04465972865121419,114.51744834815895
2024-08-31,0.0865419164484642,0.05037780762685351,113.61202607799191
2024-09-30,0.07516135992403378,0.047565678161714975,115.23209832451406
2024-10-31,0.08698666846553678,0.050353068871358764,116.71923088033752
2024-11-30,0.07533436233004959,0.04949704653496416,120.72510291234497
